ID,PHENOTYPE,SAMPLE_SIZE,METHODOLOGY,PARAMETERS,NO_VARIANTS,FTP_WEBPAGE,NO_NONZERO_VARIANTS,NONZERO_FRACTION
PGS002390,Chronotype (morning person),301397,Pruning and Thresholding (P+T),p < 0.0001,3625,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002390/ScoringFiles/PGS002390.txt.gz,3625,1
PGS002391,College education,334353,Pruning and Thresholding (P+T),p < 0.0001,6535,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002391/ScoringFiles/PGS002391.txt.gz,6535,1
PGS002392,Dermatologic diseases,337071,Pruning and Thresholding (P+T),p < 0.0001,3539,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002392/ScoringFiles/PGS002392.txt.gz,3539,1
PGS002393,Diabetes (any type),336759,Pruning and Thresholding (P+T),p < 0.0001,3813,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002393/ScoringFiles/PGS002393.txt.gz,3813,1
PGS002394,Diastolic blood pressure,310831,Pruning and Thresholding (P+T),p < 0.0001,11460,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002394/ScoringFiles/PGS002394.txt.gz,11460,1
PGS002395,Eczema,337071,Pruning and Thresholding (P+T),p < 0.0001,4367,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002395/ScoringFiles/PGS002395.txt.gz,4367,1
PGS002396,Endocrine and diabetes diseases,337488,Pruning and Thresholding (P+T),p < 0.0001,3681,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002396/ScoringFiles/PGS002396.txt.gz,3681,1
PGS002397,Eosinophil count,323358,Pruning and Thresholding (P+T),p < 0.0001,15667,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002397/ScoringFiles/PGS002397.txt.gz,15667,1
PGS002398,FEV1/FVC Ratio,274172,Pruning and Thresholding (P+T),p < 0.0001,12645,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002398/ScoringFiles/PGS002398.txt.gz,12645,1
PGS002399,Forced Vital Capacity,274172,Pruning and Thresholding (P+T),p < 0.0001,9469,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002399/ScoringFiles/PGS002399.txt.gz,9469,1
PGS002400,Glucose,291275,Pruning and Thresholding (P+T),p < 0.0001,3774,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002400/ScoringFiles/PGS002400.txt.gz,3774,1
PGS002401,HDL Cholesterol,294075,Pruning and Thresholding (P+T),p < 0.0001,15141,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002401/ScoringFiles/PGS002401.txt.gz,15141,1
PGS002402,Hair Color,332641,Pruning and Thresholding (P+T),p < 0.0001,18096,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002402/ScoringFiles/PGS002402.txt.gz,18096,1
PGS002403,HbA1c,318400,Pruning and Thresholding (P+T),p < 0.0001,11872,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002403/ScoringFiles/PGS002403.txt.gz,11872,1
PGS002404,Height,336759,Pruning and Thresholding (P+T),p < 0.0001,56984,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002404/ScoringFiles/PGS002404.txt.gz,56984,1
PGS002405,High Light Scatter Reticulocyte Count,321608,Pruning and Thresholding (P+T),p < 0.0001,16031,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002405/ScoringFiles/PGS002405.txt.gz,16031,1
PGS002406,High cholesterol,337488,Pruning and Thresholding (P+T),p < 0.0001,3246,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002406/ScoringFiles/PGS002406.txt.gz,3246,1
PGS002407,Hypertension,336972,Pruning and Thresholding (P+T),p < 0.0001,6693,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002407/ScoringFiles/PGS002407.txt.gz,6693,1
PGS002408,Hypothyroidism,337488,Pruning and Thresholding (P+T),p < 0.0001,4815,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002408/ScoringFiles/PGS002408.txt.gz,4815,1
PGS002409,LDL Cholesterol,321002,Pruning and Thresholding (P+T),p < 0.0001,7626,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002409/ScoringFiles/PGS002409.txt.gz,7626,1
PGS002410,Lymphocyte Count,326304,Pruning and Thresholding (P+T),p < 0.0001,14889,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002410/ScoringFiles/PGS002410.txt.gz,14889,1
PGS002411,Mean Corpuscular Hemoglobin,326188,Pruning and Thresholding (P+T),p < 0.0001,22349,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002411/ScoringFiles/PGS002411.txt.gz,22349,1
PGS002412,Mean Platelet Volume,327205,Pruning and Thresholding (P+T),p < 0.0001,36285,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002412/ScoringFiles/PGS002412.txt.gz,36285,1
PGS002413,Monocyte Count,325319,Pruning and Thresholding (P+T),p < 0.0001,17405,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002413/ScoringFiles/PGS002413.txt.gz,17405,1
PGS002414,Neuroticism,274316,Pruning and Thresholding (P+T),p < 0.0001,3578,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002414/ScoringFiles/PGS002414.txt.gz,3578,1
PGS002415,Platelet count,326621,Pruning and Thresholding (P+T),p < 0.0001,27345,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002415/ScoringFiles/PGS002415.txt.gz,27345,1
PGS002416,Psoriasis,337488,Pruning and Thresholding (P+T),p < 0.0001,6879,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002416/ScoringFiles/PGS002416.txt.gz,6879,1
PGS002417,Red Blood Cell Count,327209,Pruning and Thresholding (P+T),p < 0.0001,18514,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002417/ScoringFiles/PGS002417.txt.gz,18514,1
PGS002418,Red Blood Cell Distribution Width,325395,Pruning and Thresholding (P+T),p < 0.0001,16996,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002418/ScoringFiles/PGS002418.txt.gz,16996,1
PGS002419,Respiratory and ear-nose-throat diseases,337488,Pruning and Thresholding (P+T),p < 0.0001,3299,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002419/ScoringFiles/PGS002419.txt.gz,3299,1
PGS002420,Smoking status,336312,Pruning and Thresholding (P+T),p < 0.0001,3874,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002420/ScoringFiles/PGS002420.txt.gz,3874,1
PGS002421,Systolic Blood Pressure,310831,Pruning and Thresholding (P+T),p < 0.0001,11737,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002421/ScoringFiles/PGS002421.txt.gz,11737,1
PGS002422,Tanning,330738,Pruning and Thresholding (P+T),p < 0.0001,8273,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002422/ScoringFiles/PGS002422.txt.gz,8273,1
PGS002423,Thyroid (self-reported conditions),337488,Pruning and Thresholding (P+T),p < 0.0001,4483,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002423/ScoringFiles/PGS002423.txt.gz,4483,1
PGS002424,Total cholesterol,321595,Pruning and Thresholding (P+T),p < 0.0001,8526,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002424/ScoringFiles/PGS002424.txt.gz,8526,1
PGS002425,Triglycerides,319244,Pruning and Thresholding (P+T),p < 0.0001,10135,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002425/ScoringFiles/PGS002425.txt.gz,10135,1
PGS002426,Type 2 diabetes,337488,Pruning and Thresholding (P+T),p < 0.0001,3947,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002426/ScoringFiles/PGS002426.txt.gz,3947,1
PGS002427,Vitamin D,307287,Pruning and Thresholding (P+T),p < 0.0001,4821,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002427/ScoringFiles/PGS002427.txt.gz,4821,1
PGS002428,Waist-Hip Ratio,336847,Pruning and Thresholding (P+T),p < 0.0001,9477,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002428/ScoringFiles/PGS002428.txt.gz,9477,1
PGS002429,White Blood Count,326723,Pruning and Thresholding (P+T),p < 0.0001,13898,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002429/ScoringFiles/PGS002429.txt.gz,13898,1
PGS002430,Number of children ever born,335600,Pruning and Thresholding (P+T),p < 0.001,11512,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002430/ScoringFiles/PGS002430.txt.gz,11512,1
PGS002431,Age of Menarche,176155,Pruning and Thresholding (P+T),p < 0.001,21880,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002431/ScoringFiles/PGS002431.txt.gz,21880,1
PGS002432,Asthma,337071,Pruning and Thresholding (P+T),p < 0.001,15843,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002432/ScoringFiles/PGS002432.txt.gz,15843,1
PGS002433,Autoimmune disease,337488,Pruning and Thresholding (P+T),p < 0.001,13075,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002433/ScoringFiles/PGS002433.txt.gz,13075,1
PGS002434,BMI,336394,Pruning and Thresholding (P+T),p < 0.001,41662,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002434/ScoringFiles/PGS002434.txt.gz,41662,1
PGS002435,Balding Type 1,155100,Pruning and Thresholding (P+T),p < 0.001,21564,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002435/ScoringFiles/PGS002435.txt.gz,21564,1
PGS002436,Bone Mineral Density,327738,Pruning and Thresholding (P+T),p < 0.001,53472,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002436/ScoringFiles/PGS002436.txt.gz,53472,1
PGS002437,Cardiovascular disease,337488,Pruning and Thresholding (P+T),p < 0.001,20431,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002437/ScoringFiles/PGS002437.txt.gz,20431,1
PGS002438,Childless,335600,Pruning and Thresholding (P+T),p < 0.001,10891,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002438/ScoringFiles/PGS002438.txt.gz,10891,1
PGS002439,Chronotype (morning person),301397,Pruning and Thresholding (P+T),p < 0.001,16590,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002439/ScoringFiles/PGS002439.txt.gz,16590,1
PGS002440,College education,334353,Pruning and Thresholding (P+T),p < 0.001,24405,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002440/ScoringFiles/PGS002440.txt.gz,24405,1
PGS002441,Dermatologic diseases,337071,Pruning and Thresholding (P+T),p < 0.001,14624,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002441/ScoringFiles/PGS002441.txt.gz,14624,1
PGS002442,Diabetes (any type),336759,Pruning and Thresholding (P+T),p < 0.001,15915,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002442/ScoringFiles/PGS002442.txt.gz,15915,1
PGS002443,Diastolic blood pressure,310831,Pruning and Thresholding (P+T),p < 0.001,31790,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002443/ScoringFiles/PGS002443.txt.gz,31790,1
PGS002444,Eczema,337071,Pruning and Thresholding (P+T),p < 0.001,16802,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002444/ScoringFiles/PGS002444.txt.gz,16802,1
PGS002445,Endocrine and diabetes diseases,337488,Pruning and Thresholding (P+T),p < 0.001,15629,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002445/ScoringFiles/PGS002445.txt.gz,15629,1
PGS002446,Eosinophil count,323358,Pruning and Thresholding (P+T),p < 0.001,35512,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002446/ScoringFiles/PGS002446.txt.gz,35512,1
PGS002447,FEV1/FVC Ratio,274172,Pruning and Thresholding (P+T),p < 0.001,33367,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002447/ScoringFiles/PGS002447.txt.gz,33367,1
PGS002448,Forced Vital Capacity,274172,Pruning and Thresholding (P+T),p < 0.001,29603,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002448/ScoringFiles/PGS002448.txt.gz,29603,1
PGS002449,Glucose,291275,Pruning and Thresholding (P+T),p < 0.001,15659,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002449/ScoringFiles/PGS002449.txt.gz,15659,1
PGS002450,HDL Cholesterol,294075,Pruning and Thresholding (P+T),p < 0.001,35979,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002450/ScoringFiles/PGS002450.txt.gz,35979,1
PGS002451,Hair Color,332641,Pruning and Thresholding (P+T),p < 0.001,35360,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002451/ScoringFiles/PGS002451.txt.gz,35360,1
PGS002452,HbA1c,318400,Pruning and Thresholding (P+T),p < 0.001,30603,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002452/ScoringFiles/PGS002452.txt.gz,30603,1
PGS002453,Height,336759,Pruning and Thresholding (P+T),p < 0.001,103911,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002453/ScoringFiles/PGS002453.txt.gz,103911,1
PGS002454,High Light Scatter Reticulocyte Count,321608,Pruning and Thresholding (P+T),p < 0.001,37335,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002454/ScoringFiles/PGS002454.txt.gz,37335,1
PGS002455,High cholesterol,337488,Pruning and Thresholding (P+T),p < 0.001,13788,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002455/ScoringFiles/PGS002455.txt.gz,13788,1
PGS002456,Hypertension,336972,Pruning and Thresholding (P+T),p < 0.001,22539,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002456/ScoringFiles/PGS002456.txt.gz,22539,1
PGS002457,Hypothyroidism,337488,Pruning and Thresholding (P+T),p < 0.001,17519,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002457/ScoringFiles/PGS002457.txt.gz,17519,1
PGS002458,LDL Cholesterol,321002,Pruning and Thresholding (P+T),p < 0.001,20708,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002458/ScoringFiles/PGS002458.txt.gz,20708,1
PGS002459,Lymphocyte Count,326304,Pruning and Thresholding (P+T),p < 0.001,36117,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002459/ScoringFiles/PGS002459.txt.gz,36117,1
PGS002460,Mean Corpuscular Hemoglobin,326188,Pruning and Thresholding (P+T),p < 0.001,44827,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002460/ScoringFiles/PGS002460.txt.gz,44827,1
PGS002461,Mean Platelet Volume,327205,Pruning and Thresholding (P+T),p < 0.001,65237,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002461/ScoringFiles/PGS002461.txt.gz,65237,1
PGS002462,Monocyte Count,325319,Pruning and Thresholding (P+T),p < 0.001,38012,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002462/ScoringFiles/PGS002462.txt.gz,38012,1
PGS002463,Neuroticism,274316,Pruning and Thresholding (P+T),p < 0.001,16660,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002463/ScoringFiles/PGS002463.txt.gz,16660,1
PGS002464,Platelet count,326621,Pruning and Thresholding (P+T),p < 0.001,54318,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002464/ScoringFiles/PGS002464.txt.gz,54318,1
PGS002465,Psoriasis,337488,Pruning and Thresholding (P+T),p < 0.001,21483,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002465/ScoringFiles/PGS002465.txt.gz,21483,1
PGS002466,Red Blood Cell Count,327209,Pruning and Thresholding (P+T),p < 0.001,41471,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002466/ScoringFiles/PGS002466.txt.gz,41471,1
PGS002467,Red Blood Cell Distribution Width,325395,Pruning and Thresholding (P+T),p < 0.001,36619,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002467/ScoringFiles/PGS002467.txt.gz,36619,1
PGS002468,Respiratory and ear-nose-throat diseases,337488,Pruning and Thresholding (P+T),p < 0.001,14628,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002468/ScoringFiles/PGS002468.txt.gz,14628,1
PGS002469,Smoking status,336312,Pruning and Thresholding (P+T),p < 0.001,17774,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002469/ScoringFiles/PGS002469.txt.gz,17774,1
PGS002470,Systolic Blood Pressure,310831,Pruning and Thresholding (P+T),p < 0.001,32439,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002470/ScoringFiles/PGS002470.txt.gz,32439,1
PGS002471,Tanning,330738,Pruning and Thresholding (P+T),p < 0.001,20040,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002471/ScoringFiles/PGS002471.txt.gz,20040,1
PGS002472,Thyroid (self-reported conditions),337488,Pruning and Thresholding (P+T),p < 0.001,16694,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002472/ScoringFiles/PGS002472.txt.gz,16694,1
PGS002473,Total cholesterol,321595,Pruning and Thresholding (P+T),p < 0.001,22547,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002473/ScoringFiles/PGS002473.txt.gz,22547,1
PGS002474,Triglycerides,319244,Pruning and Thresholding (P+T),p < 0.001,27130,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002474/ScoringFiles/PGS002474.txt.gz,27130,1
PGS002475,Type 2 diabetes,337488,Pruning and Thresholding (P+T),p < 0.001,16275,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002475/ScoringFiles/PGS002475.txt.gz,16275,1
PGS002476,Vitamin D,307287,Pruning and Thresholding (P+T),p < 0.001,16848,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002476/ScoringFiles/PGS002476.txt.gz,16848,1
PGS002477,Waist-Hip Ratio,336847,Pruning and Thresholding (P+T),p < 0.001,27033,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002477/ScoringFiles/PGS002477.txt.gz,27033,1
PGS002478,White Blood Count,326723,Pruning and Thresholding (P+T),p < 0.001,35005,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002478/ScoringFiles/PGS002478.txt.gz,35005,1
PGS002479,Number of children ever born,335600,Pruning and Thresholding (P+T),p < 0.01,89453,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002479/ScoringFiles/PGS002479.txt.gz,89453,1
PGS002480,Age of Menarche,176155,Pruning and Thresholding (P+T),p < 0.01,115583,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002480/ScoringFiles/PGS002480.txt.gz,115583,1
PGS002481,Asthma,337071,Pruning and Thresholding (P+T),p < 0.01,95252,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002481/ScoringFiles/PGS002481.txt.gz,95252,1
PGS002482,Autoimmune disease,337488,Pruning and Thresholding (P+T),p < 0.01,88404,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002482/ScoringFiles/PGS002482.txt.gz,88404,1
PGS002483,BMI,336394,Pruning and Thresholding (P+T),p < 0.01,162598,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002483/ScoringFiles/PGS002483.txt.gz,162598,1
PGS002484,Balding Type 1,155100,Pruning and Thresholding (P+T),p < 0.01,106858,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002484/ScoringFiles/PGS002484.txt.gz,106858,1
PGS002485,Bone Mineral Density,327738,Pruning and Thresholding (P+T),p < 0.01,171392,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002485/ScoringFiles/PGS002485.txt.gz,171392,1
PGS002486,Cardiovascular disease,337488,Pruning and Thresholding (P+T),p < 0.01,110640,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002486/ScoringFiles/PGS002486.txt.gz,110640,1
PGS002487,Childless,335600,Pruning and Thresholding (P+T),p < 0.01,86054,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002487/ScoringFiles/PGS002487.txt.gz,86054,1
PGS002488,Chronotype (morning person),301397,Pruning and Thresholding (P+T),p < 0.01,103314,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002488/ScoringFiles/PGS002488.txt.gz,103314,1
PGS002489,College education,334353,Pruning and Thresholding (P+T),p < 0.01,126911,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002489/ScoringFiles/PGS002489.txt.gz,126911,1
PGS002490,Dermatologic diseases,337071,Pruning and Thresholding (P+T),p < 0.01,88324,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002490/ScoringFiles/PGS002490.txt.gz,88324,1
PGS002491,Diabetes (any type),336759,Pruning and Thresholding (P+T),p < 0.01,95066,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002491/ScoringFiles/PGS002491.txt.gz,95066,1
PGS002492,Diastolic blood pressure,310831,Pruning and Thresholding (P+T),p < 0.01,137641,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002492/ScoringFiles/PGS002492.txt.gz,137641,1
PGS002493,Eczema,337071,Pruning and Thresholding (P+T),p < 0.01,100504,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002493/ScoringFiles/PGS002493.txt.gz,100504,1
PGS002494,Endocrine and diabetes diseases,337488,Pruning and Thresholding (P+T),p < 0.01,93293,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002494/ScoringFiles/PGS002494.txt.gz,93293,1
PGS002495,Eosinophil count,323358,Pruning and Thresholding (P+T),p < 0.01,135927,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002495/ScoringFiles/PGS002495.txt.gz,135927,1
PGS002496,FEV1/FVC Ratio,274172,Pruning and Thresholding (P+T),p < 0.01,139123,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002496/ScoringFiles/PGS002496.txt.gz,139123,1
PGS002497,Forced Vital Capacity,274172,Pruning and Thresholding (P+T),p < 0.01,134519,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002497/ScoringFiles/PGS002497.txt.gz,134519,1
PGS002498,Glucose,291275,Pruning and Thresholding (P+T),p < 0.01,95023,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002498/ScoringFiles/PGS002498.txt.gz,95023,1
PGS002499,HDL Cholesterol,294075,Pruning and Thresholding (P+T),p < 0.01,141710,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002499/ScoringFiles/PGS002499.txt.gz,141710,1
PGS002500,Hair Color,332641,Pruning and Thresholding (P+T),p < 0.01,128235,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002500/ScoringFiles/PGS002500.txt.gz,128235,1
PGS002501,HbA1c,318400,Pruning and Thresholding (P+T),p < 0.01,128425,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002501/ScoringFiles/PGS002501.txt.gz,128425,1
PGS002502,Height,336759,Pruning and Thresholding (P+T),p < 0.01,262080,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002502/ScoringFiles/PGS002502.txt.gz,262080,1
PGS002503,High Light Scatter Reticulocyte Count,321608,Pruning and Thresholding (P+T),p < 0.01,143701,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002503/ScoringFiles/PGS002503.txt.gz,143701,1
