PHENOTYPE,VAR_BETAS,MAX_ABS_BETAS,MEAN_ABS_BETAS,VAR_PP_CORS,MAX_ABS_PP_CORS,MEAN_ABS_PP_CORS,MEAN_DELTA_R2,MEAN_DELTA_ADJ_R2,MEAN.DELTA_ADJ_R2_POSITIVE
Trunk_predicted_mass.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.59,0.31,0.76,0,0.65,0.08
Trunk_predicted_mass.all_ethnicities.both.dynamic_med_corrected.IRNT,0.98,0.82,0,0.23,0.17,0.27,1,1,0.77
Trunk_predicted_mass.all_ethnicities.both.dynamic_med_corrected.RAW,0.98,0.4000000000000001,0,0.4200000000000001,0.22,0.48,1,1,0.79
Trunk_predicted_mass.all_ethnicities.both.original.IRNT,0.98,0.7,0,0.9099999999999998,0.24,0.95,1,1,0.07
Trunk_predicted_mass.all_ethnicities.both.original.RAW,0.98,0.7,0,0.9099999999999998,0.32,0.96,0.98,1,0.07
Trunk_predicted_mass.all_ethnicities.both.original.with_med_correction.IRNT,0.98,0.68,0,0.92,0.37,0.9700000000000002,1,1,0.06000000000000001
Trunk_predicted_mass.all_ethnicities.both.original.with_med_correction.RAW,0.98,0.71,0,0.92,0.39,0.96,0.98,1,0.08
Trunk_predicted_mass.all_ethnicities.both.static_med_corrected.IRNT,0.9899999999999999,0.82,0,0.16,0.029999999999999995,0.18,1,1,0.81
Trunk_predicted_mass.all_ethnicities.both.static_med_corrected.RAW,0.9899999999999999,0.58,0,0.18,0.04,0.23,1,1,0.79
Urate.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.51,0.41,0.5599999999999999,0.18,0.9300000000000002,0.05
Urate.all_ethnicities.both.dynamic_med_corrected.IRNT,0.98,0.58,0,0.87,0.59,0.82,1,1,0.76
Urate.all_ethnicities.both.dynamic_med_corrected.RAW,0.98,0.6,0,0.74,0.52,0.73,1,1,0.77
Urate.all_ethnicities.both.original.IRNT,0.9399999999999998,0.96,0,0.4000000000000001,0.08,0.63,1,1,0.04
Urate.all_ethnicities.both.original.RAW,0.9399999999999998,0.96,0,0.4000000000000001,0.10000000000000002,0.67,1,1,0.029999999999999995
Urate.all_ethnicities.both.original.with_med_correction.IRNT,0.9700000000000002,0.98,0,0.16,0.18,0.45,1,1,0.04
Urate.all_ethnicities.both.original.with_med_correction.RAW,0.96,0.98,0,0.19,0.14,0.47,1,1,0.06000000000000001
Urate.all_ethnicities.both.static_med_corrected.IRNT,0.95,0.5599999999999999,0,0.98,0.7,0.9,1,1,0.75
Urate.all_ethnicities.both.static_med_corrected.RAW,0.96,0.53,0,0.89,0.73,0.83,1,1,0.78
Urea.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.46,0.73,0.72,0.63,0.81,0.06000000000000001
Urea.all_ethnicities.both.dynamic_med_corrected.IRNT,0.98,0.72,0,0.029999999999999995,0.10000000000000002,0.05,1,1,0.10000000000000002
Urea.all_ethnicities.both.dynamic_med_corrected.RAW,0.98,0.69,0,0.07,0.57,0.18,1,1,0.08
Urea.all_ethnicities.both.original.IRNT,1,0.65,0,0.3,0.57,0.27,1,1,0.08
Urea.all_ethnicities.both.original.RAW,1,0.64,0,0.32,0.57,0.26,1,1,0.06000000000000001
Urea.all_ethnicities.both.original.with_med_correction.IRNT,1,0.67,0,0.17,0.51,0.08999999999999998,1,1,0.04
Urea.all_ethnicities.both.original.with_med_correction.RAW,1,0.66,0,0.22,0.53,0.11,1,1,0.04
Urea.all_ethnicities.both.static_med_corrected.IRNT,0.95,0.77,0,0.029999999999999995,0.14,0.029999999999999995,1,1,0.08999999999999998
Urea.all_ethnicities.both.static_med_corrected.RAW,0.9700000000000002,0.85,0,0.029999999999999995,0.08,0.06000000000000001,1,1,0.07
Vitamin_D.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.07,0.65,0.04,0.83,0.88,0.07
Vitamin_D.all_ethnicities.both.dynamic_med_corrected.IRNT,0.83,0.9899999999999999,0,0.98,0.84,0.9899999999999999,1,1,0.73
Vitamin_D.all_ethnicities.both.dynamic_med_corrected.RAW,0.82,0.95,0,0.9700000000000002,0.74,0.96,1,1,0.65
Vitamin_D.all_ethnicities.both.original.IRNT,0.29,0.76,0,0.74,0.89,0.82,1,1,0.02
Vitamin_D.all_ethnicities.both.original.RAW,0.27,0.75,0,0.74,0.92,0.84,1,1,0.029999999999999995
Vitamin_D.all_ethnicities.both.original.with_med_correction.IRNT,0.34,0.89,0,0.61,0.76,0.61,1,1,0.06000000000000001
Vitamin_D.all_ethnicities.both.original.with_med_correction.RAW,0.34,0.9,0,0.62,0.81,0.61,1,1,0.04
Vitamin_D.all_ethnicities.both.static_med_corrected.IRNT,0.72,0.9899999999999999,0,0.9899999999999999,0.83,1,1,1,0.71
Vitamin_D.all_ethnicities.both.static_med_corrected.RAW,0.74,1,0,1,0.85,0.9899999999999999,1,1,0.66
Waist_circumference.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.22,0.52,0.41,0.18,0.9300000000000002,0.10000000000000002
Waist_circumference.all_ethnicities.both.dynamic_med_corrected.IRNT,0.9700000000000002,0.5,0,0.35,0.3,0.49,1,1,0.06000000000000001
Waist_circumference.all_ethnicities.both.dynamic_med_corrected.RAW,0.9300000000000002,0.35,0,0.39,0.55,0.48,1,1,0.05
Waist_circumference.all_ethnicities.both.original.IRNT,0.9099999999999998,0.59,0,0.55,0.24,0.71,1,1,0.10000000000000002
Waist_circumference.all_ethnicities.both.original.RAW,0.96,0.5599999999999999,0,0.49,0.04,0.65,1,1,0.08
Waist_circumference.all_ethnicities.both.original.with_med_correction.IRNT,0.9700000000000002,0.69,0,0.58,0.05,0.8,1,1,0.11
Waist_circumference.all_ethnicities.both.original.with_med_correction.RAW,0.9700000000000002,0.67,0,0.65,0.10000000000000002,0.81,1,1,0.06000000000000001
Waist_circumference.all_ethnicities.both.static_med_corrected.IRNT,0.95,0.49,0,0.24,0.08999999999999998,0.49,1,1,0.06000000000000001
Waist_circumference.all_ethnicities.both.static_med_corrected.RAW,0.9700000000000002,0.46,0,0.4200000000000001,0.07,0.57,1,1,0.05
Weight.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.83,0.78,0.86,0.10000000000000002,0.89,0.05
Weight.all_ethnicities.both.dynamic_med_corrected.IRNT,0.96,0.62,0,0.06000000000000001,0.85,0.06000000000000001,1,1,0.71
Weight.all_ethnicities.both.dynamic_med_corrected.RAW,0.9700000000000002,0.82,0,0.05,0.84,0.05,1,1,0.64
Weight.all_ethnicities.both.original.IRNT,0.9099999999999998,0.48,0,0.36,0.17,0.73,1,1,0.07
Weight.all_ethnicities.both.original.RAW,0.9099999999999998,0.43999999999999995,0,0.36,0.18,0.72,1,1,0.07
Weight.all_ethnicities.both.original.with_med_correction.IRNT,0.9300000000000002,0.54,0,0.27,0.23,0.52,1,1,0.06000000000000001
Weight.all_ethnicities.both.original.with_med_correction.RAW,0.9300000000000002,0.55,0,0.27,0.24,0.52,1,1,0.05
Weight.all_ethnicities.both.static_med_corrected.IRNT,0.86,0.38,0,0.45,0.96,0.49,1,1,0.7
Weight.all_ethnicities.both.static_med_corrected.RAW,0.86,0.53,0,0.31,0.9700000000000002,0.33,1,1,0.67
White_blood_cell_leukocyte_count.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.06000000000000001,0.26,0.16,0.37,0.41,0.029999999999999995
White_blood_cell_leukocyte_count.all_ethnicities.both.dynamic_med_corrected.IRNT,0.88,0.08999999999999998,0,0.49,0.29,0.55,1,1,0.06000000000000001
White_blood_cell_leukocyte_count.all_ethnicities.both.dynamic_med_corrected.RAW,0.84,0.17,0,0.41,0.27,0.57,1,1,0.06000000000000001
White_blood_cell_leukocyte_count.all_ethnicities.both.original.IRNT,0.95,0.29,0,0.37,0.61,0.32,1,1,0.009999999999999998
White_blood_cell_leukocyte_count.all_ethnicities.both.original.RAW,0.9399999999999998,0.29,0,0.36,0.53,0.33,1,1,0.04
White_blood_cell_leukocyte_count.all_ethnicities.both.original.with_med_correction.IRNT,0.92,0.23,0,0.23,0.08,0.35,1,1,0.07
White_blood_cell_leukocyte_count.all_ethnicities.both.original.with_med_correction.RAW,0.9099999999999998,0.24,0,0.22,0.08999999999999998,0.35,1,1,0.05
White_blood_cell_leukocyte_count.all_ethnicities.both.static_med_corrected.IRNT,0.92,0.12,0,0.38,0.4200000000000001,0.5599999999999999,1,1,0.029999999999999995
White_blood_cell_leukocyte_count.all_ethnicities.both.static_med_corrected.RAW,0.8,0.12,0,0.19,0.13000000000000003,0.3,1,1,0.009999999999999998
Whole_body_fat_free_mass.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.46,0.38,0.64,0,0.67,0.08999999999999998
Whole_body_fat_free_mass.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.26,0,0.55,0.73,0.86,1,1,0.77
Whole_body_fat_free_mass.all_ethnicities.both.dynamic_med_corrected.RAW,1,0.39,0,0.14,0.6,0.16,1,1,0.75
Whole_body_fat_free_mass.all_ethnicities.both.original.IRNT,1,0.74,0,0.9,0.38,0.9700000000000002,1,1,0.05
Whole_body_fat_free_mass.all_ethnicities.both.original.RAW,1,0.74,0,0.92,0.25,0.98,0.9899999999999999,1,0.08999999999999998
Whole_body_fat_free_mass.all_ethnicities.both.original.with_med_correction.IRNT,1,0.74,0,0.9099999999999998,0.37,0.9700000000000002,1,1,0.04
Whole_body_fat_free_mass.all_ethnicities.both.original.with_med_correction.RAW,1,0.73,0,0.9099999999999998,0.41,0.9700000000000002,0.9899999999999999,1,0.06000000000000001
Whole_body_fat_free_mass.all_ethnicities.both.static_med_corrected.IRNT,1,0.38,0,0.10000000000000002,0.63,0.43000000000000005,1,1,0.76
Whole_body_fat_free_mass.all_ethnicities.both.static_med_corrected.RAW,0.9899999999999999,0.41,0,0.029999999999999995,0.4000000000000001,0.08,1,1,0.81
Whole_body_fat_mass.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.9,0.55,0.98,0.58,0.8,0.04
Whole_body_fat_mass.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.31,0,0.22,0.78,0.4200000000000001,1,1,0.51
Whole_body_fat_mass.all_ethnicities.both.dynamic_med_corrected.RAW,1,0.21000000000000005,0,0.39,0.48,0.68,1,1,0.02
Whole_body_fat_mass.all_ethnicities.both.original.IRNT,1,0.31,0,0.9399999999999998,0.63,0.9700000000000002,1,1,0.04
Whole_body_fat_mass.all_ethnicities.both.original.RAW,1,0.36,0,0.9300000000000002,0.63,0.9700000000000002,1,1,0.04
Whole_body_fat_mass.all_ethnicities.both.original.with_med_correction.IRNT,1,0.21000000000000005,0,0.92,0.63,0.95,1,1,0.06000000000000001
Whole_body_fat_mass.all_ethnicities.both.original.with_med_correction.RAW,1,0.22,0,0.9300000000000002,0.6,0.96,1,1,0.029999999999999995
Whole_body_fat_mass.all_ethnicities.both.static_med_corrected.IRNT,1,0.64,0,0.62,0.6,0.8,1,1,0.5
Whole_body_fat_mass.all_ethnicities.both.static_med_corrected.RAW,1,0.71,0,0.61,0.46,0.7,1,1,0.52
Whole_body_water_mass.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.49,0.4200000000000001,0.65,0,0.67,0.07
Whole_body_water_mass.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.4200000000000001,0,0.6,0.63,0.82,1,1,0.75
Whole_body_water_mass.all_ethnicities.both.dynamic_med_corrected.RAW,1,0.4200000000000001,0,0.14,0.66,0.14,1,1,0.74
Whole_body_water_mass.all_ethnicities.both.original.IRNT,1,0.81,0,0.9399999999999998,0.39,0.9899999999999999,1,1,0.05
Whole_body_water_mass.all_ethnicities.both.original.RAW,1,0.78,0,0.9300000000000002,0.35,0.98,0.9899999999999999,1,0.12
Whole_body_water_mass.all_ethnicities.both.original.with_med_correction.IRNT,1,0.77,0,0.9300000000000002,0.43000000000000005,0.98,1,1,0.04
Whole_body_water_mass.all_ethnicities.both.original.with_med_correction.RAW,1,0.76,0,0.92,0.33,0.9899999999999999,0.9899999999999999,1,0.10000000000000002
Whole_body_water_mass.all_ethnicities.both.static_med_corrected.IRNT,1,0.61,0,0.17,0.53,0.37,1,1,0.73
Whole_body_water_mass.all_ethnicities.both.static_med_corrected.RAW,0.9899999999999999,0.43999999999999995,0,0.10000000000000002,0.52,0.2,1,1,0.81
