PHENOTYPE,PC1_COS_SIM,PC1_ABS_COS_SIM,PC1_PEARSON,PC1_ABS_PEARSON,RANK_PC1_COS_SIM,RANK_PC1_PEARSON,EVEN_COS_SIM,EVEN_PEARSON,VAR_PP_CORS,MAX_ABS_PP_CORS,MEAN_ABS_PP_CORS,VAR_BETAS,MAX_ABS_BETAS,MEAN_ABS_BETAS,MEAN.DELTA.R2,MEAN.DELTA.ADJ.R2,MEAN.DELTA.R2.NO.INTERCEPT,MEAN.DELTA.ADJ.R2.NO.INTERCEPT,MEAN.DELTA.ADJ.R2.POSITIVE,MEAN.DELTA.ADJ.R2.NO.INTERCEPT.POSITIVE
Lymphocyte_count.all_ethnicities.both.dynamic_med_corrected.RAW,8.106093517914325e-12,8.106093517914325e-12,8.946154900859381e-12,8.946154900859381e-12,39,39,2.6468132876489667,2.631761516097513,0.00904765495415082,0.315780694513745,0.0767275582013674,1.220512711806179e-7,4.9417628798678e-4,3.3167361563641044e-4,3.5294571593088976e-6,1.408743169372115e-6,3.1583301592684787e-6,-4.561951953612807e-5,0,0
Lymphocyte_count.all_ethnicities.both.original.IRNT,0.05231154844265823,0.05231154844265823,0.05232740703738576,0.05232740703738576,39,39,3.0300022781516933,3.0299441082941,0.01162543937794851,0.308113049845715,0.08793987384584513,1.2203737614930648e-7,4.9366385061839e-4,3.316611974850634e-4,8.052328410858983e-6,5.975431495566785e-6,9.964601547032131e-6,-3.78115829838023e-5,0,0
Lymphocyte_count.all_ethnicities.both.original.RAW,-0.00768301383512767,0.00768301383512767,0.02628982882214741,0.02628982882214741,37,39,3.389411892625177,3.0677253991277644,0.01163042061403844,0.299555803145522,0.08780939647567071,1.2122815977119377e-7,4.9193028170801e-4,3.305587125913191e-4,3.6567003111071662e-6,1.5476605237261729e-6,0.00152336784062312,0.00151083500723325,0,0
Lymphocyte_count.all_ethnicities.both.original.with_med_correction.IRNT,0.05231154844265823,0.05231154844265823,0.05232740703738576,0.05232740703738576,39,39,3.0300022781516933,3.0299441082941,0.01162543937794851,0.308113049845715,0.08793987384584513,1.2203737614930648e-7,4.9366385061839e-4,3.316611974850634e-4,8.052328410858983e-6,5.975431495566785e-6,9.964601547032131e-6,-3.78115829838023e-5,0,0
Lymphocyte_count.all_ethnicities.both.original.with_med_correction.RAW,-0.00768301383512767,0.00768301383512767,0.02628982882214741,0.02628982882214741,37,39,3.389411892625177,3.0677253991277644,0.01163042061403844,0.299555803145522,0.08780939647567071,1.2122815977119377e-7,4.9193028170801e-4,3.305587125913191e-4,3.6567003111071662e-6,1.5476605237261729e-6,0.00152336784062312,0.00151083500723325,0,0
Lymphocyte_count.all_ethnicities.both.static_med_corrected.IRNT,-3.2628968824969778e-12,3.2628968824969778e-12,-4.647114067441632e-12,4.647114067441632e-12,39,39,3.2406956440493397,3.093433457628716,0.00937384352844831,0.316309565681462,0.07894183188739201,1.2204652238913262e-7,4.9390524062772e-4,3.3165382392775475e-4,7.993455782396179e-6,5.8729598393930665e-6,7.02317869430246e-6,-4.1754479306028895e-5,0.02,0.015
Lymphocyte_count.all_ethnicities.both.static_med_corrected.RAW,-3.2789635927821993e-13,3.2789635927821993e-13,-8.663787036832065e-13,8.663787036832065e-13,13,27,3.2987758725562313,3.3131949036162274,0.00917782823676858,0.309238712993052,0.07655889052253766,1.220482274407031e-7,4.9442582793959e-4,3.31674424504955e-4,3.52258743641973e-6,1.4018731177778412e-6,3.152823611486156e-6,-4.562502638541419e-5,0,0
Lymphocyte_percentage.all_ethnicities.both.2nd_visit.original.RAW,-0.2304655004639153,0.2304655004639153,0.09239720339774488,0.09239720339774488,37,40,2.893474746296433,3.23874664699568,0.00951416065297103,0.282025349711409,0.0804184533517003,1.2558676895375717e-7,5.0688993193215e-4,3.360699054451276e-4,5.613311628104023e-5,3.632491130646509e-6,0.00198353269944773,0.0018796462993913,0,0
Lymphocyte_percentage.all_ethnicities.both.dynamic_med_corrected.IRNT,7.886378555505913e-12,7.886378555505913e-12,8.122228896935715e-12,8.122228896935715e-12,40,40,2.9500641184827066,2.9512980569021066,0.01093520648269711,0.319468813703555,0.08597175700294943,1.2205253525902505e-7,4.9474343068502e-4,3.3166647837385376e-4,5.927584828876701e-6,3.807017424971581e-6,5.27972970038507e-6,-4.349739330590556e-5,0.005,0.005
Lymphocyte_percentage.all_ethnicities.both.dynamic_med_corrected.RAW,1.0221903742264928e-11,1.0221903742264928e-11,1.0844876955038495e-11,1.0844876955038495e-11,40,40,2.8888160954933713,2.877467615617123,0.01076632961879325,0.298014780035838,0.08565029757474052,1.2204949064416108e-7,4.9483601824553e-4,3.3166562910713095e-4,5.71983746825892e-6,3.599259817421149e-6,5.096514172305929e-6,-4.368061785393476e-5,0.005,0.005
Lymphocyte_percentage.all_ethnicities.both.original.IRNT,0.15001967856189313,0.15001967856189313,0.15006516801201786,0.15006516801201786,40,40,2.5847499152359164,2.584527270632577,0.01197149310999475,0.299642919086654,0.08735608591951081,1.220366819221411e-7,4.9459245378145e-4,3.316623010573888e-4,5.414390690232362e-6,3.382224464630601e-6,1.097174013271543e-4,6.293598250306509e-5,0,0
Lymphocyte_percentage.all_ethnicities.both.original.RAW,0.01590301044287401,0.01590301044287401,0.15831650456498675,0.15831650456498675,40,40,3.363813643552509,2.520248277061562,0.01197372216216826,0.29923510897174,0.08735034218626075,1.2203579389084198e-7,4.9459092837017e-4,3.316610458262038e-4,5.216084264472731e-6,3.1861658759610445e-6,0.00228708959949752,0.00228328661093846,0,0
Lymphocyte_percentage.all_ethnicities.both.original.with_med_correction.IRNT,0.1495424836479268,0.1495424836479268,0.1495878284014731,0.1495878284014731,40,40,2.6252905813708822,2.625070704705474,0.01121503197979024,0.291512705742352,0.08458606065301762,1.220351216392401e-7,4.9475025702075e-4,3.316581394403598e-4,5.517691799565572e-6,3.4853603478879336e-6,3.120587394435381e-5,-1.5550601244813944e-5,0,0
Lymphocyte_percentage.all_ethnicities.both.original.with_med_correction.RAW,0.01525191106980154,0.01525191106980154,0.1580682263243474,0.1580682263243474,40,40,3.3643575976156908,2.5571434055224262,0.0112472749602358,0.291953166842635,0.08464411818710729,1.2198965073026604e-7,4.9466386728844e-4,3.315965749004525e-4,5.314329628518244e-6,3.2846330886432407e-6,0.00217226348569543,0.00216858739232062,0,0
Lymphocyte_percentage.all_ethnicities.both.static_med_corrected.IRNT,1.962757346005216e-13,1.962757346005216e-13,6.02745085942743e-13,6.02745085942743e-13,6,16,3.3684555920357084,3.371038827831339,0.01052343080653496,0.288495189474886,0.08446796814982523,1.220388343608083e-7,4.9429319500419e-4,3.316463484530136e-4,5.980680242609741e-6,3.8601153645190245e-6,5.320334796902734e-6,-4.3456786311535766e-5,0.005,0.005
Lymphocyte_percentage.all_ethnicities.both.static_med_corrected.RAW,-8.835196540285048e-13,8.835196540285048e-13,-8.370315154586485e-13,8.370315154586485e-13,20,20,3.3027689590887293,3.301520243312222,0.0105677677544103,0.294289927094863,0.08501277420718512,1.220295392008935e-7,4.9429205901706e-4,3.316368653832186e-4,5.769741153750242e-6,3.649165870312499e-6,5.134495679188639e-6,-4.364263459630755e-5,0.005,0.005
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.2nd_visit.original.RAW,-0.2650582771797965,0.2650582771797965,-0.05872904324049649,0.05872904324049649,38,40,2.9076541565575815,3.326931922002891,0.01021741981216451,0.280236730462425,0.07744274696784015,1.2815318418979994e-7,5.1686992959501e-4,3.396680370259306e-4,5.590698701688976e-5,2.4029387814678005e-6,0.00167149524476906,0.00165065849271694,0,0
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.dynamic_med_corrected.IRNT,3.870663413581519e-12,3.870663413581519e-12,4.687147658445901e-12,4.687147658445901e-12,35,36,3.111291355475168,3.1286534532076935,0.01139134218150654,0.275321677441809,0.08607322178029059,1.220119809726926e-7,4.9441374640711e-4,3.3160252025975836e-4,3.859335538838373e-6,1.7425347275490418e-6,3.4309779104653e-6,-4.5257225247051775e-5,0,0
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.dynamic_med_corrected.RAW,8.725806872843003e-12,8.725806872843003e-12,1.1807366625273451e-11,1.1807366625273451e-11,39,39,3.1335155221162565,3.1124101251529805,0.01061533572054419,0.230066990417651,0.08388694973299188,1.2201013543341758e-7,4.9416613794759e-4,3.3159906339705065e-4,3.2689200840195328e-6,1.1520906471151925e-6,2.873951793784879e-6,-4.581427860501308e-5,0,0
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.original.IRNT,-0.1282315652322806,0.1282315652322806,-0.12826966781938795,0.12826966781938795,40,40,2.6172439366183418,2.61707139189307,0.01117473478124874,0.323943099983778,0.08789423326544796,1.2200699337502925e-7,4.9409847452814e-4,3.3161477667347915e-4,3.092323463030344e-6,1.050822872786239e-6,5.63802851624301e-5,9.403506798955076e-6,0,0
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.original.RAW,-0.02784064155789411,0.02784064155789411,-0.11170903480918667,0.11170903480918667,40,40,3.264788908688762,2.611099413589288,0.01120199480296027,0.324817482575223,0.08787593040439128,1.2193296033343216e-7,4.9397138953219e-4,3.3151342184175003e-4,2.707417960431252e-6,6.473577940854791e-7,0.00223602536463496,0.00223513567640043,0,0
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.original.with_med_correction.IRNT,-0.12865000541787291,0.12865000541787291,-0.12868823233983956,0.12868823233983956,40,40,2.602055801596853,2.6018809029799206,0.01095509096639468,0.293831886255946,0.08745254251379353,1.2199910616597282e-7,4.9434740715303e-4,3.3161063995353567e-4,3.1051086374286885e-6,1.0650120308361433e-6,1.162592140896354e-4,6.929172895583924e-5,0,0
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.original.with_med_correction.RAW,-0.02785903996361248,0.02785903996361248,-0.11216157206351912,0.11216157206351912,40,40,3.264314549628598,2.596366063079822,0.01096992947053928,0.293968840873488,0.08745096594931492,1.2195063708745817e-7,4.9424387553935e-4,3.3154427541373974e-4,2.716560180093114e-6,6.5749709793686e-7,0.00224457607821848,0.00224368308122857,0,0
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.static_med_corrected.IRNT,3.9391651670560893e-11,3.9391651670560893e-11,3.895400053067488e-11,3.895400053067488e-11,39,39,2.964196626305742,2.9689236261888143,0.01077094066518273,0.262943591968304,0.08367867007286711,1.21995985733058e-7,4.9420891010246e-4,3.315798492232679e-4,3.776284722235017e-6,1.6594798429991892e-6,3.3546767284944103e-6,-4.533353060351504e-5,0,0
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.static_med_corrected.RAW,2.1407355030365492e-11,2.1407355030365492e-11,1.8410481217964735e-11,1.8410481217964735e-11,38,38,2.9291945983107097,2.957693114862737,0.01095661252297052,0.253198701187298,0.08591542517049133,1.219925840787169e-7,4.9413398742399e-4,3.31578296032502e-4,3.2063834616170956e-6,1.0895509502106815e-6,2.815763939184993e-6,-4.5872469741855294e-5,0,0
Mean_corpuscular_haemoglobin.all_ethnicities.both.2nd_visit.original.RAW,-0.2692657689417704,0.2692657689417704,-0.11523436985798784,0.11523436985798784,38,40,2.911199210334298,3.0765192947167996,0.01056541419497576,0.354543598919211,0.08030260025570794,1.2507769217287278e-7,5.1089452326401e-4,3.3545207490537755e-4,4.899362545780772e-5,-3.7757527870593832e-6,0.00151718820008084,0.00149551792891888,0,0
Mean_corpuscular_haemoglobin.all_ethnicities.both.dynamic_med_corrected.IRNT,-1.2983555202261169e-10,1.2983555202261169e-10,-1.2840334746965766e-10,1.2840334746965766e-10,40,40,2.2977458666043145,2.2875576189921603,0.01016402406323422,0.299820291463294,0.08256202738689904,1.2202132860006236e-7,4.9516007646348e-4,3.3159257359644076e-4,8.42101834441359e-6,6.304457707643765e-6,7.371991520704328e-6,-4.131560998238237e-5,0.02,0.005
Mean_corpuscular_haemoglobin.all_ethnicities.both.dynamic_med_corrected.RAW,-1.0558865427246702e-10,1.0558865427246702e-10,-1.0341828235220748e-10,1.0341828235220748e-10,40,40,2.3204380106311233,2.322832034397974,0.01000556188920619,0.310706788604876,0.08138964609843849,1.2203584749039922e-7,4.9525595158669e-4,3.3161164526164093e-4,6.7894040729251126e-6,4.6727639987720346e-6,5.952808987456139e-6,-4.2734858881557605e-5,0.005,0.005
Mean_corpuscular_haemoglobin.all_ethnicities.both.original.IRNT,-0.16344499467643608,0.16344499467643608,-0.16349356806730592,0.16349356806730592,40,40,2.6541895196622542,2.6540829277771496,0.01130513797908401,0.321539759837979,0.08362210229971925,1.219915126700719e-7,4.9451189823998e-4,3.315629139416114e-4,7.653892122802541e-6,5.666567259893229e-6,5.048112479107275e-4,4.5891297026778854e-4,0,0
Mean_corpuscular_haemoglobin.all_ethnicities.both.original.RAW,-0.03488826287612857,0.03488826287612857,-0.17320210350416837,0.17320210350416837,40,40,3.211991530668428,2.637261025186586,0.01163752194018234,0.325041766941481,0.08569459147591636,1.190422044649897e-7,4.8851755403768e-4,3.275331590964952e-4,6.307578789235824e-6,4.324264365820896e-6,0.00208518249204492,0.00208422606604241,0,0
Mean_corpuscular_haemoglobin.all_ethnicities.both.original.with_med_correction.IRNT,-0.16420753611847258,0.16420753611847258,-0.16425633612517476,0.16425633612517476,40,40,2.6539007324446757,2.6537936762087844,0.01107836701211735,0.31389389826272,0.08416328469253316,1.220005768580159e-7,4.9449406791852e-4,3.31582056497292e-4,7.608676548295779e-6,5.62144175529633e-6,4.697372086321233e-4,4.2385404277511113e-4,0,0
Mean_corpuscular_haemoglobin.all_ethnicities.both.original.with_med_correction.RAW,-0.03494480510069098,0.03494480510069098,-0.17408319709383907,0.17408319709383907,40,40,3.211669551434271,2.6350843606486425,0.01124491292818141,0.32525141244792,0.08476306542927685,1.1955628666272434e-7,4.8950816051573e-4,3.2824644455952887e-4,6.2770837908066035e-6,4.293940256555606e-6,0.00208887484143749,0.00208791695688759,0,0
Mean_corpuscular_haemoglobin.all_ethnicities.both.static_med_corrected.IRNT,-5.901264470751379e-11,5.901264470751379e-11,-5.8195346290827196e-11,5.8195346290827196e-11,39,39,3.075136719153724,3.0768482807556072,0.01016426166671943,0.318235961476225,0.08337453964714357,1.2203495179356058e-7,4.9513271370535e-4,3.3161272195979675e-4,8.555029455986189e-6,6.438475320721945e-6,7.486765991114493e-6,-4.120082982317849e-5,0.02,0.005
Mean_corpuscular_haemoglobin.all_ethnicities.both.static_med_corrected.RAW,-4.888984943548883e-11,4.888984943548883e-11,-4.833590176176901e-11,4.833590176176901e-11,39,39,3.0770927186024792,3.0780219333389605,0.00990344305767953,0.324414843172087,0.0802250906924959,1.2203356803758205e-7,4.9511574717017e-4,3.3161988044789776e-4,6.8798148070698275e-6,4.763179119405826e-6,6.02978371386079e-6,-4.26578803160086e-5,0.01,0.005
Mean_corpuscular_volume.all_ethnicities.both.2nd_visit.original.RAW,-0.26741174714167026,0.26741174714167026,-0.10195132202788094,0.10195132202788094,38,40,2.9081973736172677,3.076245151384251,0.01027266326187699,0.318662091909703,0.08252239308209999,1.2317372387908858e-7,5.0317937030142e-4,3.328987747492108e-4,4.861850745534191e-5,-4.197817216992916e-6,0.00146485053731348,0.00144542385865342,0,0
Mean_corpuscular_volume.all_ethnicities.both.dynamic_med_corrected.IRNT,-1.0554649047556276e-11,1.0554649047556276e-11,-9.412105031176638e-12,9.412105031176638e-12,35,34,2.929455945580466,2.920353437611005,0.00893547273828939,0.296490137874602,0.0763059752603214,1.220045857866027e-7,4.946668305938e-4,3.31580169494416e-4,8.585345090843867e-6,6.468796764351748e-6,7.451451605545888e-6,-4.123604409795192e-5,0.025,0.01
Mean_corpuscular_volume.all_ethnicities.both.dynamic_med_corrected.RAW,-1.1423271616676327e-11,1.1423271616676327e-11,-1.1001191082642576e-11,1.1001191082642576e-11,31,31,2.9048321140781135,2.90767987782329,0.00937931792005918,0.332977837195473,0.07813402305265015,1.2200944087258404e-7,4.9459645021219e-4,3.315794487480898e-4,7.583534060993335e-6,5.4669369368781574e-06,6.619418013254827e-6,-4.20681159841681e-5,0.01,0.005
Mean_corpuscular_volume.all_ethnicities.both.original.IRNT,-0.13177599548333258,0.13177599548333258,-0.1318151592349327,0.1318151592349327,40,40,2.7413056566780667,2.7412170288086988,0.00941102279704523,0.259785886087014,0.07789825028723103,1.2195129178098865e-7,4.9450697831989e-4,3.3152256379199237e-4,7.423789577722106e-6,5.407619677447184e-6,9.565493578667304e-4,9.098166564480842e-4,0,0
Mean_corpuscular_volume.all_ethnicities.both.original.RAW,-0.0316846879194154,0.0316846879194154,-0.1454464119391536,0.1454464119391536,40,40,3.219693052266513,2.7040818723944247,0.0094077402878841,0.254455933795348,0.0782691002187545,1.2173083559901276e-7,4.9409901146742e-4,3.312240323266106e-4,6.65263049062087e-6,4.649578088711248e-6,0.00207285571403603,0.00207195585362263,0,0
Mean_corpuscular_volume.all_ethnicities.both.original.with_med_correction.IRNT,-0.13183918994119526,0.13183918994119526,-0.13187837247415263,0.13187837247415263,40,40,2.7380755130520575,2.737987217558824,0.0089432222302639,0.267095474563786,0.07624337908688736,1.2196227211154214e-7,4.9461251657625e-4,3.3153752241016165e-4,7.50646992966203e-6,5.488661891248081e-6,8.696406875840154e-4,8.229029202008881e-4,0,0
Mean_corpuscular_volume.all_ethnicities.both.original.with_med_correction.RAW,-0.03168751172368336,0.03168751172368336,-0.1456403279636607,0.1456403279636607,40,40,3.2193675269948554,2.7010314620503046,0.00903892511303529,0.275135682166238,0.07638731539320485,1.2140883280651994e-7,4.9350048434992e-4,3.3078535606116205e-4,6.724554774135971e-6,4.720068408931022e-6,0.00207920518501236,0.00207830307175971,0,0
Mean_corpuscular_volume.all_ethnicities.both.static_med_corrected.IRNT,5.613305982047625e-11,5.613305982047625e-11,5.23540908831039e-11,5.23540908831039e-11,39,39,2.813625849233935,2.8022562062553487,0.00856925710121818,0.305322223460913,0.07689601398242994,1.2200935445621529e-7,4.9475432436178e-4,3.315861471255031e-4,8.642538367673615e-6,6.5259928605904106e-6,7.496366532809128e-6,-4.119112678900561e-5,0.03,0.01
Mean_corpuscular_volume.all_ethnicities.both.static_med_corrected.RAW,7.936334936998443e-11,7.936334936998443e-11,7.716314230883767e-11,7.716314230883767e-11,40,40,2.9926575363278287,2.997661059427993,0.00940466528651192,0.315121752375294,0.07916233256421025,1.2202228212248805e-7,4.9519283375915e-4,3.316015337768343e-4,7.63347369711203e-6,5.516879023152457e-6,6.660990937255641e-6,-4.202654086005292e-5,0.005,0.005
Mean_platelet_thrombocyte_volume.all_ethnicities.both.2nd_visit.original.RAW,-0.2592309835118344,0.2592309835118344,0.01844074859630077,0.01844074859630077,38,37,2.899409921494205,3.402137165057805,0.01138433438557976,0.310489496263682,0.08539838148010694,1.220833844783563e-7,5.017462282439e-4,3.3158872642871667e-4,6.024421779785797e-5,5.684803316220125e-6,0.00163983543425305,0.0016042633526816,0,0
Mean_platelet_thrombocyte_volume.all_ethnicities.both.dynamic_med_corrected.IRNT,-7.980474293346476e-12,7.980474293346476e-12,-6.577362196949467e-12,6.577362196949467e-12,39,39,2.8584075468411276,2.9097587235858167,0.0098690572139675,0.323615453425267,0.0793702443230822,1.2192395011564838e-7,4.9351661971179e-4,3.3150642507075883e-4,9.553251939594144e-6,7.43672385088101e-6,8.389912497804076e-6,-4.0298155770874646e-5,0.02,0.015
Mean_platelet_thrombocyte_volume.all_ethnicities.both.dynamic_med_corrected.RAW,-7.076227083706999e-12,7.076227083706999e-12,-5.446193758427913e-12,5.446193758427913e-12,39,38,2.888984105427564,2.909153384731114,0.00986050233288319,0.302010449653125,0.08146802752288378,1.2193529711025198e-7,4.9350792494927e-4,3.315238444273129e-4,9.154934770712178e-6,7.038387263288423e-6,8.081564891289613e-6,-4.060651836313334e-5,0.015,0.015
